Date,Venue,Race_no,Race_name,Order_of_finish,Frame_number,Horse_numbers,Horse_name,Sex,Age,Horse_weight,Time,D_horse_weight,Margin,Time_3F,Jockey_name,Load_weight,Odds_order,Odds,Trainer
1986/1/5,中山,1,サラ系4歳未勝利,1,5,6,タカトラオー,牡,4,452,113.6,6,,39.1,的場 均,55.0,5,5,柄崎 義信
1986/1/5,中山,1,サラ系4歳未勝利,2,2,2,フセシバオー,牡,4,460,113.9,2,13/4馬身,39.9,安田 富男,55.0,2,2,新関 力
1986/1/5,中山,1,サラ系4歳未勝利,3,1,1,アイゲンミッテル,牝,4,454,114.3,-4,21/2馬身,40.2,岡部 幸雄,53.0,1,1,久恒 久夫
1986/1/5,中山,1,サラ系4歳未勝利,4,6,8,タケショウカイウン,牡,4,474,114.4,-4,1/2馬身,39.2,大塚 栄三郎,55.0,7,7,和田 正道
1986/1/5,中山,1,サラ系4歳未勝利,5,7,10,コウチダンサー,牡,4,444,114.6,0,11/2馬身,40.0,鈴木 寿,52.0,8,8,尾形 盛次
1986/1/5,中山,1,サラ系4歳未勝利,6,6,9,モガミボールド,牡,4,496,114.8,-2,11/4馬身,40.0,細川 英二,55.0,3,3,相川 勝敏
1986/1/5,中山,1,サラ系4歳未勝利,7,3,3,ジャストタイム,牡,4,448,115.1,-6,13/4馬身,40.7,中舘 英二,54.0,11,11,石毛 善衛
1986/1/5,中山,1,サラ系4歳未勝利,8,8,13,ヨネミクニ,牡,4,442,115.3,-4,1馬身,40.0,蛯沢 誠治,55.0,4,4,伊藤 竹男
1986/1/5,中山,1,サラ系4歳未勝利,9,4,5,モーニングエコー,牝,4,454,115.4,-6,1/2馬身,40.4,郷原 洋行,53.0,10,10,飯塚 好次
1986/1/5,中山,1,サラ系4歳未勝利,10,7,11,マシュウヒリュー,牡,4,500,117.3,6,大差,41.5,石神 富士雄,55.0,6,6,中村 貢
1986/1/5,中山,1,サラ系4歳未勝利,11,8,12,スイートモニック,牝,4,454,117.4,24,クビ,40.9,坂井 千明,53.0,9,9,山崎 彰義
1986/1/5,中山,1,サラ系4歳未勝利,12,4,4,ツルマイアラナス,牝,4,440,117.5,6,3/4馬身,41.3,本間 忍,53.0,13,13,松永 勇
1986/1/5,中山,1,サラ系4歳未勝利,13,5,7,マツカゼカツマ,牡,4,460,117.6,0,クビ,41.4,原田 俊彦,53.0,12,12,坂本 栄三郎
1986/1/5,中山,2,サラ系4歳400万円以下,1,2,2,マイトニー,牡,4,466,114.4,4,,40.0,堀井 雅広,55.0,5,5,清水 美波
1986/1/5,中山,2,サラ系4歳400万円以下,2,4,4,カシワクラフト,牡,4,460,114.7,-2,13/4馬身,40.8,郷原 洋行,55.0,3,3,石毛 善衛
1986/1/5,中山,2,サラ系4歳400万円以下,3,7,7,ミホバランス,牡,4,466,115.3,14,31/2馬身,41.3,菅原 泰夫,55.0,4,4,山岡 浩久
1986/1/5,中山,2,サラ系4歳400万円以下,4,3,3,ミハマザクラ,牝,4,404,115.4,-6,クビ,40.9,木藤 隆行,53.0,6,6,久恒 久夫
1986/1/5,中山,2,サラ系4歳400万円以下,5,1,1,エンディミオン,牡,4,450,116.2,6,5馬身,42.2,柴田 政人,55.0,2,2,高松 邦男
1986/1/5,中山,2,サラ系4歳400万円以下,6,6,6,タイムランバー,牡,4,418,118.0,-4,大差,43.5,蛯名 信広,55.0,7,7,久保田 金造
1986/1/5,中山,2,サラ系4歳400万円以下,7,5,5,バーニングダイナ,牡,4,526,118.6,6,31/2馬身,44.2,蛯沢 誠治,55.0,1,1,栗田 博憲
1986/1/5,中山,3,サラ系4歳新馬,1,3,6,セキレイシロー,牡,4,480,72.8,0,,38.4,池上 昌弘,55.0,14,14,保田 隆芳
1986/1/5,中山,3,サラ系4歳新馬,2,1,1,スイリュウ,牝,4,416,72.8,0,ハナ,38.1,細川 英二,53.0,1,1,相川 勝敏
1986/1/5,中山,3,サラ系4歳新馬,3,8,16,メジロチナール,牝,4,468,72.9,0,1/2馬身,38.1,的場 均,53.0,2,2,佐藤 林次郎
1986/1/5,中山,3,サラ系4歳新馬,4,2,4,オギセンナール,牝,4,430,73.2,0,13/4馬身,37.7,池田 賀一,53.0,8,8,笹倉 武久
1986/1/5,中山,3,サラ系4歳新馬,5,4,7,シャダイマロニエ,牝,4,424,73.4,0,11/2馬身,38.7,柴崎 勇,53.0,4,4,矢野 進
1986/1/5,中山,3,サラ系4歳新馬,6,6,11,ジャックエース,牡,4,478,73.6,0,11/4馬身,38.6,石塚 信広,55.0,5,5,黒坂 洋基
1986/1/5,中山,3,サラ系4歳新馬,7,2,3,ヘイアンルビー,牝,4,460,74.0,0,21/2馬身,37.9,大崎 昭一,53.0,6,6,柴田 寛
1986/1/5,中山,3,サラ系4歳新馬,8,4,8,バロンフィーバー,牡,4,478,74.1,0,1/2馬身,39.6,岡部 幸雄,55.0,3,3,前田 禎
1986/1/5,中山,3,サラ系4歳新馬,8,6,12,タケデングリップ,牡,4,512,74.1,0,1/2馬身,38.2,岡山 定夫,55.0,13,13,秋山 史郎
1986/1/5,中山,3,サラ系4歳新馬,10,7,13,ローカルニッポン,牡,4,462,74.3,0,11/2馬身,38.7,増沢 末夫,55.0,7,7,古賀 一隆
1986/1/5,中山,3,サラ系4歳新馬,11,1,2,アサエイコウ,牡,4,442,74.6,0,13/4馬身,38.8,蛯沢 誠治,55.0,12,12,清水 利章
1986/1/5,中山,3,サラ系4歳新馬,12,5,9,ビンゴメープル,牝,4,402,74.7,0,1/2馬身,39.1,谷中 公一,50.0,10,10,阿部 新生
1986/1/5,中山,3,サラ系4歳新馬,13,3,5,サンライズゴールド,牡,4,428,74.7,0,ハナ,38.8,原田 俊彦,53.0,15,15,坂本 栄三郎
1986/1/5,中山,3,サラ系4歳新馬,14,8,15,ホクスイアーコ,牝,4,448,74.8,0,クビ,38.9,田面木 博公,53.0,11,11,鴨田 次男
1986/1/5,中山,3,サラ系4歳新馬,15,7,14,マツオカメ,牝,4,438,75.3,0,3馬身,39.0,嶋田 功,53.0,16,16,佐々木 亜良
1986/1/5,中山,3,サラ系4歳新馬,16,5,10,アジヤノボル,牡,4,470,75.6,0,13/4馬身,38.4,安田 富男,55.0,9,9,斎藤 籌敬
1986/1/5,中山,4,サラ系4歳新馬,1,3,6,ブラックソロン,牝,4,464,97.7,0,,38.1,大崎 昭一,53.0,1,1,仲住 芳雄
1986/1/5,中山,4,サラ系4歳新馬,2,6,11,バターカップ,牝,4,432,97.7,0,クビ,37.5,安田 富男,53.0,6,6,石毛 善衛
1986/1/5,中山,4,サラ系4歳新馬,3,3,5,アッシュバートン,牡,4,446,98.0,0,13/4馬身,38.6,柴田 政人,55.0,4,4,畠山 重則
1986/1/5,中山,4,サラ系4歳新馬,4,7,13,ロイヤルオーギ,牡,4,480,98.4,0,21/2馬身,37.7,大塚 栄三郎,55.0,5,5,石毛 善衛
1986/1/5,中山,4,サラ系4歳新馬,5,1,1,ミデオンルビー,牝,4,470,98.6,0,1馬身,39.6,蛯名 信広,53.0,3,3,久保田 金造
1986/1/5,中山,4,サラ系4歳新馬,6,1,2,ヒロフォートレス,牡,4,446,98.6,0,アタマ,39.5,竹原 啓二,55.0,10,10,沢 峰次
1986/1/5,中山,4,サラ系4歳新馬,7,7,14,ダイワエリート,牡,4,508,98.8,0,11/2馬身,39.3,伊藤 正徳,55.0,11,11,尾形 盛次
1986/1/5,中山,4,サラ系4歳新馬,8,2,3,グリーントウショウ,牝,4,456,98.9,0,1/2馬身,39.3,天間 昭一,51.0,7,7,大久保 洋吉
1986/1/5,中山,4,サラ系4歳新馬,9,4,8,ナスノカチドキ,牡,4,480,99.1,0,11/4馬身,38.7,蓑田 早人,55.0,8,8,森 末之助
1986/1/5,中山,4,サラ系4歳新馬,10,8,16,トキツトップ,牝,4,482,99.3,0,11/4馬身,38.1,的場 均,53.0,12,12,大久保 房松
1986/1/5,中山,4,サラ系4歳新馬,11,2,4,フジフクオー,牡,4,446,100.0,0,4馬身,40.3,坂井 千明,55.0,2,2,古山 良司
1986/1/5,中山,4,サラ系4歳新馬,12,8,15,ツクバトウリュウ,牡,4,474,100.1,0,1/2馬身,38.8,中舘 英二,54.0,13,13,黒坂 洋基
1986/1/5,中山,4,サラ系4歳新馬,13,6,12,スイートドミニク,牝,4,412,100.1,0,ハナ,38.4,岡部 幸雄,53.0,9,9,保田 隆芳
1986/1/5,中山,4,サラ系4歳新馬,14,5,10,カネショウポート,牡,4,436,100.2,0,1/2馬身,41.1,橋口 満朗,55.0,14,14,佐藤 嘉秋
1986/1/5,中山,4,サラ系4歳新馬,15,5,9,アサヒセーラー,牡,4,442,101.2,0,6馬身,40.4,宮田 仁,55.0,15,15,大久保 洋吉
1986/1/5,中山,4,サラ系4歳新馬,16,4,7,エブリカール,牝,4,430,102.6,0,9馬身,40.5,三浦 繁美,53.0,16,16,和田 正道
1986/1/5,中山,5,サラ系5歳上400万円以下,1,4,8,ダイナラッシュ,牡,5,474,71.4,-2,,37.3,杉浦 宏昭,56.0,1,1,二本柳 俊夫
1986/1/5,中山,5,サラ系5歳上400万円以下,2,2,3,ドライバーシロー,牡,5,504,71.9,0,3馬身,37.7,本間 忍,56.0,5,5,松永 勇
1986/1/5,中山,5,サラ系5歳上400万円以下,3,6,11,スズヒバリ,牝,5,448,71.9,2,アタマ,38.1,岡部 幸雄,54.0,3,3,高橋 英夫
1986/1/5,中山,5,サラ系5歳上400万円以下,4,2,4,マイセレナーデ,牝,5,422,72.1,-10,3/4馬身,38.0,伊藤 正徳,54.0,2,2,尾形 充弘
1986/1/5,中山,5,サラ系5歳上400万円以下,5,3,6,カリスタキング,牡,6,490,72.2,2,クビ,37.8,加賀 武見,57.0,7,7,阿部 新生
1986/1/5,中山,5,サラ系5歳上400万円以下,6,1,2,ドラマチックダイナ,牡,5,466,72.3,0,3/4馬身,37.8,天間 昭一,54.0,6,6,松永 勇
1986/1/5,中山,5,サラ系5歳上400万円以下,7,5,9,パーシャンギフト,牝,6,454,72.6,0,13/4馬身,38.2,高山 裕,55.0,15,15,小西 登
1986/1/5,中山,5,サラ系5歳上400万円以下,8,8,16,ダイカツサテインゴ,牡,5,460,72.6,2,クビ,38.4,谷中 公一,53.0,12,12,相川 勝敏
1986/1/5,中山,5,サラ系5歳上400万円以下,9,1,1,ヤマイチミグ,牡,5,502,72.7,6,1/2馬身,38.0,関野 弘行,56.0,14,14,藤本 冨良
1986/1/5,中山,5,サラ系5歳上400万円以下,10,4,7,ミラーレタキヤ,牝,5,406,72.7,4,ハナ,38.4,蛯沢 誠治,54.0,10,10,山岡 浩久
1986/1/5,中山,5,サラ系5歳上400万円以下,11,7,14,マルゴテムジン,牡,5,496,72.7,8,アタマ,38.5,今井 規和,56.0,13,13,元石 正雄
1986/1/5,中山,5,サラ系5歳上400万円以下,12,3,5,セイリュウプリンス,牡,5,478,72.8,6,1/2馬身,37.9,石塚 信広,56.0,9,9,秋山 史郎
1986/1/5,中山,5,サラ系5歳上400万円以下,13,6,12,イカリハイグレイド,牝,5,390,72.8,0,ハナ,39.0,大江原 哲,54.0,8,8,清水 利章
1986/1/5,中山,5,サラ系5歳上400万円以下,14,5,10,リンドリーガル,牡,5,464,72.9,6,1/2馬身,38.7,増沢 末夫,56.0,4,4,諏訪 富三
1986/1/5,中山,5,サラ系5歳上400万円以下,15,8,15,コミックダイナ,牝,5,420,72.9,4,ハナ,38.9,柴田 善臣,51.0,11,11,栗田 博憲
1986/1/5,中山,5,サラ系5歳上400万円以下,,7,13,センゴクタケシ,牡,6, - ,,0,,99.9,中野渡 清一,57.0,16,16,本郷 重彦
1986/1/5,中山,6,サラ系障害5歳上未勝利,1,5,5,ヒロパピー,牡,7,502,64.4,2,,0.,栗原 洋一,59.0,2,2,八木沢 勝美
1986/1/5,中山,6,サラ系障害5歳上未勝利,2,8,9,ロードサルタン,牡,8,466,65.3,4,5馬身,0.,富田 正信,59.0,4,4,鈴木 勝太郎
1986/1/5,中山,6,サラ系障害5歳上未勝利,3,2,2,メジロシルバー,牝,5,486,65.3,2,ハナ,0.,星野 忍,56.0,1,1,尾形 充弘
1986/1/5,中山,6,サラ系障害5歳上未勝利,4,6,6,メグミジョー,牝,5,450,66.5,-2,7馬身,0.,森安 輝正,56.0,3,3,西塚 十勝
1986/1/5,中山,6,サラ系障害5歳上未勝利,5,4,4,ビザンチン,牡,5,474,67.5,14,6馬身,0.,渡部 秀一,58.0,5,5,高松 邦男
1986/1/5,中山,6,サラ系障害5歳上未勝利,6,1,1,グレイスハニー,牝,5,434,73.8,6,大差,0.,成田 均,56.0,9,9,畠山 重則
1986/1/5,中山,6,サラ系障害5歳上未勝利,7,8,10,ダンサーズマンナ,牡,6,506,73.9,24,クビ,0.,鈴木 勇,59.0,7,7,藤原 敏文
1986/1/5,中山,6,サラ系障害5歳上未勝利,8,7,8,キヨミネルバ,牝,5,414,75.9,-8,大差,0.,天間 昭一,55.0,8,8,森安 弘昭
1986/1/5,中山,6,サラ系障害5歳上未勝利,9,7,7,ベルマーブル,牝,5,416,103.1,-12,大差,0.,斎藤 仁作,56.0,10,10,斎藤 籌敬
1986/1/5,中山,6,サラ系障害5歳上未勝利,,3,3,タカラグランプリ,牡,5,486,,8,,0.,平井 三雄,58.0,6,6,今津 福松
1986/1/5,中山,7,サラ系5歳上400万円以下,1,1,2,ヤマトライコウ,牡,6,478,112.9,2,,37.1,的場 均,57.0,3,3,和田 正道
1986/1/5,中山,7,サラ系5歳上400万円以下,2,5,9,ブルファイター,牡,8,526,113.3,4,21/2馬身,38.2,杉浦 宏昭,56.0,12,12,二本柳 俊一
1986/1/5,中山,7,サラ系5歳上400万円以下,3,3,5,ハーディースワロー,牡,6,468,113.5,-6,11/4馬身,38.1,田中 剛,57.0,4,4,柄崎 義信
